"","lng","lat","facname","facdomain","borocd"
"20352",-73.996238,40.727587,"Mercer Playground","Parks, Gardens, and Historical Sites",102
"20353",-73.995678,40.720565,"Chinese Community Concerns Corp.","Education, Child Welfare, and Youth",102
"20354",-74.002954,40.738321,"Value Mgmt. Corp.","Core Infrastructure and Transportation",102
"20355",-73.997537,40.735187,"Engage College Scholars","Education, Child Welfare, and Youth",102
"20356",-74.006264,40.728324,"Varick Street Immigration Court","Health and Human Services",102
"20357",-73.9932,40.732902,"Hotel Albert","Parks, Gardens, and Historical Sites",102
"20358",-73.992721,40.72978,"Hetrick-Martin Institute, Inc.","Libraries and Cultural Programs",102
"20359",-74.005143,40.72412,"Academic High School","Education, Child Welfare, and Youth",102
"20360",-73.9949,40.719542,"Westchester House","Parks, Gardens, and Historical Sites",102
"20361",-74.004868,40.724171,"Rhy Program","Education, Child Welfare, and Youth",102
"20362",-73.994095,40.73168,"304060 Parking LLC","Core Infrastructure and Transportation",102
"20363",-74.008002,40.733395,"Village Community School","Education, Child Welfare, and Youth",102
"20364",-74.004713,40.733516,"Lesbian & Gay Big Apple Corps","Libraries and Cultural Programs",102
"20365",-73.996123,40.725562,"Soho Village Parking LLC","Core Infrastructure and Transportation",102
"20366",-74.001065,40.738018,"Center CARE Recovery OP","Health and Human Services",102
"20367",-74.008463,40.727977,"Greenwich Street Parking LLC","Core Infrastructure and Transportation",102
"20368",-73.997448,40.716969,"RevCore Recovery Ctr / Manhattan OP","Health and Human Services",102
"20369",-73.99635,40.720424,"Foundation For Filipino Artists","Education, Child Welfare, and Youth",102
"20370",-74.000938,40.731215,"West 4th Street Courts","Parks, Gardens, and Historical Sites",102
"20371",-73.995617,40.720546,"Mott Street Senior Center","Education, Child Welfare, and Youth",102
"20372",-73.999157,40.736487,"PS 94 At St Vincent","Education, Child Welfare, and Youth",102
"20373",-73.998675,40.728791,"New York Foundation for Architecture, Inc.","Libraries and Cultural Programs",102
"20374",-74.010188,40.727072,"MN02g","Core Infrastructure and Transportation",102
"20375",-73.994824,40.728801,"Hebrew Union Coll - Jewish Inst","Education, Child Welfare, and Youth",102
"20376",-73.991272,40.728157,"Cooper Square Plaza","Parks, Gardens, and Historical Sites",102
"20377",-74.000102,40.725648,"Five Myles, Inc.","Libraries and Cultural Programs",102
"20378",-73.995768,40.719813,"Eng 55","Public Safety, Emergency Services, and Administration of Justice",102
"20379",-73.991994,40.728615,"Make Music New York, Inc.","Libraries and Cultural Programs",102
"20380",-73.995288,40.734771,"S.I.E. IIi Austic Program","Education, Child Welfare, and Youth",102
"20381",-73.9917,40.728984,"New York Shakespeare Festival Public Theater (Astor Library)","Parks, Gardens, and Historical Sites",102
"20382",-73.992085,40.731583,"University 10 Parking LLC","Core Infrastructure and Transportation",102
"20383",-74.0028,40.726912,"Prince Street, House at 203","Parks, Gardens, and Historical Sites",102
"20384",-73.992344,40.727658,"Old Merchant's House Museum of New York, Inc.","Libraries and Cultural Programs",102
"20385",-74.000394,40.738156,"The Church of the Village - Hope for Our Neighbors","Health and Human Services",102
"20386",-74.006181,40.73262,"P.S. 003 Charrette School","Education, Child Welfare, and Youth",102
"20387",-74.005441,40.729626,"Carmine Recreation Center","Parks, Gardens, and Historical Sites",102
"20388",-74.001256,40.726892,"Beat The Street Wrestling","Education, Child Welfare, and Youth",102
"20389",-74.005883,40.731826,"Ground UP Productions","Libraries and Cultural Programs",102
"20390",-74.002714,40.729854,"Downing Street Playground","Parks, Gardens, and Historical Sites",102
"20391",-73.997361,40.722634,"National Video Resources, Inc.","Libraries and Cultural Programs",102
"20392",-73.999309,40.718221,"Edison NY Parking LLC","Core Infrastructure and Transportation",102
"20393",-74.006817,40.723442,"Jackie Robinson Foundation","Libraries and Cultural Programs",102
"20394",-74.009914,40.730763,"Quik Park Morton LLC","Core Infrastructure and Transportation",102
"20395",-74.00856,40.740091,"The High Line","Administration of Government",102
"20396",-74.0022,40.739032,"Substation #235 (IND)","Parks, Gardens, and Historical Sites",102
"20397",-74.005497,40.736379,"Bleecker Playground","Parks, Gardens, and Historical Sites",102
"20398",-74.002246,40.738999,"Ind Greenwich Ave. Substation","Core Infrastructure and Transportation",102
"20399",-73.9948,40.720254,"Cpc Jacob Riis","Education, Child Welfare, and Youth",102
"20400",-73.99654,40.73376,"New York Grad Sch PSychoanal","Education, Child Welfare, and Youth",102
"20401",-74.004793,40.728258,"Film Forum, Inc.","Libraries and Cultural Programs",102
"20402",-73.996173,40.734296,"New West Apartments","Education, Child Welfare, and Youth",102
"20403",-73.997757,40.725502,"Greenwich House Methadone","Health and Human Services",102
"20404",-73.999323,40.725929,"Albro Parking Corp.","Core Infrastructure and Transportation",102
"20405",-74.00532,40.729904,"Early Childhood Resource And Information Center","Libraries and Cultural Programs",102
"20406",-73.997016,40.72965,"New York University","Education, Child Welfare, and Youth",102
"20407",-73.995295,40.720138,"City Owned Property","Administration of Government",102
"20408",-74.002478,40.72282,"Alarm Will Sound, Inc.","Libraries and Cultural Programs",102
"20409",-73.9944,40.734257,"Salmagundi Club","Parks, Gardens, and Historical Sites",102
"20410",-74.000737,40.738739,"NY Artists Unlimited, Inc.","Libraries and Cultural Programs",102
"20411",-73.992212,40.733896,"The Village Temple Soup Kitchen","Health and Human Services",102
"20412",-74.002075,40.73616,"Rattlestick Productions, Inc.","Libraries and Cultural Programs",102
"20413",-73.99258,40.729901,"GED P2g-Hetrick Martin - Ahsep","Education, Child Welfare, and Youth",102
"20414",-74.000717,40.719104,"Urban Arts Partnership","Libraries and Cultural Programs",102
"20415",-74.001836,40.729868,"Minetta Triangle","Parks, Gardens, and Historical Sites",102
"20416",-74.000274,40.733646,"Recording Artists' Development, Inc.","Libraries and Cultural Programs",102
"20417",-73.998498,40.724086,"Alliance for Young Artists and Writers, Inc.","Libraries and Cultural Programs",102
"20418",-74.00283,40.735796,"Monica Bill Barnes & Company, Inc.","Libraries and Cultural Programs",102
"20419",-73.998638,40.721528,"Theater Talk Productions, Inc.","Libraries and Cultural Programs",102
"20420",-73.9948,40.720254,"Cpc Garment Industry","Education, Child Welfare, and Youth",102
"20421",-73.997603,40.730891,"Washington Square Park","Parks, Gardens, and Historical Sites",102
"20422",-74.002844,40.738928,"Jackson Square","Parks, Gardens, and Historical Sites",102
"20423",-74.001791,40.72922,"Little Red Summer Camp","Education, Child Welfare, and Youth",102
"20424",-73.998557,40.734515,"Joffrey Ballet School","Education, Child Welfare, and Youth",102
"20425",-74.00549,40.722495,"Duarte Square","Parks, Gardens, and Historical Sites",102
"20426",-73.996712,40.724806,"Harvestworks, Inc.","Libraries and Cultural Programs",102
"20427",-73.9954,40.735072,"Scott, Gen. Winfield, House","Parks, Gardens, and Historical Sites",102
"20428",-74.002301,40.727689,"Cooke Academy","Education, Child Welfare, and Youth",102
"20429",-73.996231,40.721346,"Park In Auto Services, Inc.","Core Infrastructure and Transportation",102
"20430",-74.000953,40.721207,"Rl Mercer Street LLC","Core Infrastructure and Transportation",102
"20431",-74.000357,40.734432,"Squad 18","Public Safety, Emergency Services, and Administration of Justice",102
"20432",-73.994443,40.734247,"Finland Center Foundation","Libraries and Cultural Programs",102
"20433",-74.009011,40.73656,"NYC Kids Camps","Education, Child Welfare, and Youth",102
"20434",-73.997621,40.73207,"Greenwich House, Inc.","Health and Human Services",102
"20435",-73.997439,40.721712,"Petrosino Square","Parks, Gardens, and Historical Sites",102
"20436",-73.994093,40.735931,"National Association of Women Artists, Inc.","Libraries and Cultural Programs",102
"20437",-73.9923,40.727668,"Old Merchant's House (Seabury-Tredwell House)","Parks, Gardens, and Historical Sites",102
"20438",-74.009011,40.73656,"Martha Graham Center of Contemporary Dance, Inc.","Libraries and Cultural Programs",102
"20439",-74.008652,40.738444,"99 Jane Street Parking LLC","Core Infrastructure and Transportation",102
"20440",-73.992344,40.727658,"Merchant's House Museum","Libraries and Cultural Programs",102
"20441",-74.001295,40.738886,"222 West 14th Street Parking Corp.","Core Infrastructure and Transportation",102
"20442",-74.004332,40.725899,"Michael Chekhov Theatre Company","Libraries and Cultural Programs",102
"20443",-74.002904,40.730567,"Our Lady Of Pompeii Preschool","Education, Child Welfare, and Youth",102
"20444",-73.999459,40.738287,"Fedcap Career Design","Education, Child Welfare, and Youth",102
"20445",-74.007464,40.73131,"Appellate Division 1st Department - Mental Hygiene Legal Service","Public Safety, Emergency Services, and Administration of Justice",102
"20446",-74.006938,40.725572,"Fire Museum","Libraries and Cultural Programs",102
"20447",-74.005143,40.72412,"The Door - A Center of Alternatives","Health and Human Services",102
"20448",-74.00092,40.732764,"Academy Of St Joseph","Education, Child Welfare, and Youth",102
"20449",-74.006713,40.725407,"Edison NY Parking LLC","Core Infrastructure and Transportation",102
"20450",-73.992755,40.727128,"Edison NY Parking LLC","Core Infrastructure and Transportation",102
"20451",-73.99146,40.728066,"Cooper Union","Education, Child Welfare, and Youth",102
"20452",-74.00192,40.734211,"Ribar Owners LLC","Core Infrastructure and Transportation",102
"20453",-74.008171,40.732261,"American Tap Dance Foundation, Inc.","Libraries and Cultural Programs",102
"20454",-73.992808,40.72579,"D&D Salvage Corp.","Core Infrastructure and Transportation",102
"20455",-74.003871,40.726677,"Kinney Parking System, LLC","Core Infrastructure and Transportation",102
"20456",-74.008171,40.732261,"Greenwich Street Garage LLC","Core Infrastructure and Transportation",102
"20457",-74.010239,40.72676,"MN05g","Core Infrastructure and Transportation",102
"20458",-73.99156,40.727749,"Kaplan, Inc.","Education, Child Welfare, and Youth",102
"20459",-73.998018,40.733182,"New York City Community Chorus at Holy Apostles","Libraries and Cultural Programs",102
"20460",-74.008437,40.739726,"Whitney Museum/High Line","Administration of Government",102
"20461",-74.003125,40.721435,"Swiss Institute","Libraries and Cultural Programs",102
"20462",-74.007919,40.728484,"375 Hud Parking LLC","Core Infrastructure and Transportation",102
"20463",-74.00469,40.723903,"The Door","Education, Child Welfare, and Youth",102
"20464",-74.008637,40.726909,"National Theater Workshop of the Handicapped, Inc.","Libraries and Cultural Programs",102
"20465",-73.992617,40.726515,"Fiji Theatre Company","Libraries and Cultural Programs",102
"20466",-73.9986,40.737836,"Salvation Army New York Templecorp","Education, Child Welfare, and Youth",102
"20467",-73.993806,40.726733,"Kathryn Posin Dance Foundation","Libraries and Cultural Programs",102
"20468",-74.000394,40.738156,"The Church of the Village - Hope for our Neighbors","Health and Human Services",102
"20469",-74.001268,40.738571,"Cinema Conservancy, Inc.","Libraries and Cultural Programs",102
"20470",-74.002465,40.720987,"Location One, Inc.","Libraries and Cultural Programs",102
"20471",-73.996712,40.724806,"Architectural League of New York","Libraries and Cultural Programs",102
"20472",-74.009,40.73657,"Westbeth","Parks, Gardens, and Historical Sites",102
"20473",-73.995864,40.722318,"224 Mulberry Street Condominium","Core Infrastructure and Transportation",102
"20474",-74.009011,40.73656,"Foundation for the Advance of Dance","Libraries and Cultural Programs",102
"20475",-73.997859,40.723331,"Workshop Program CSS","Health and Human Services",102
"20476",-74.00043,40.720887,"French Culinary Institute (The)","Education, Child Welfare, and Youth",102
"20477",-73.997869,40.724849,"Appleby Foundation, Inc.","Libraries and Cultural Programs",102
"20478",-74.00075,40.730449,"Minetta Lane Parking LLC","Core Infrastructure and Transportation",102
"20479",-74.004332,40.725899,"Flying Fig Theater, Inc.","Libraries and Cultural Programs",102
"20480",-73.995737,40.736418,"P.S. M721 - Manhattan Occupational Training Center","Education, Child Welfare, and Youth",102
"20481",-74.003008,40.721602,"Leslie-Lohman Museum of Gay and Lesbian Art","Libraries and Cultural Programs",102
"20482",-73.996533,40.722962,"Lad 20,Div 1, Bfi Spec Inv","Public Safety, Emergency Services, and Administration of Justice",102
"20483",-74.004793,40.728258,"Mobile PSychiatric Services","Health and Human Services",102
"20484",-74.003466,40.729569,"29 Downing LLC","Core Infrastructure and Transportation",102
"20485",-74.007252,40.73517,"Perry Garage Company, Inc.","Core Infrastructure and Transportation",102
"20486",-74.005431,40.737333,"Abingdon Square.Park","Parks, Gardens, and Historical Sites",102
"20487",-74.007919,40.728484,"375 Hud Parking LLC","Core Infrastructure and Transportation",102
"20488",-74.001295,40.738886,"Quik Park W. 14th Street LLC","Core Infrastructure and Transportation",102
"20489",-74.008171,40.732261,"Soho Think Tank, Inc.","Libraries and Cultural Programs",102
"20490",-73.9958,40.733792,"Church of the Ascension (Protestant Episcopal)","Parks, Gardens, and Historical Sites",102
"20491",-74.00075,40.730449,"Minetta Lane Owners LLC","Core Infrastructure and Transportation",102
"20492",-74.007866,40.727744,"Children's Museum of the Arts","Libraries and Cultural Programs",102
"20493",-74.006152,40.729799,"James J Walker Park","Parks, Gardens, and Historical Sites",102
"20494",-73.9951,40.723612,"Old St. Patrick's Cathedral Complex","Parks, Gardens, and Historical Sites",102
"20495",-73.997079,40.735468,"New School","Libraries and Cultural Programs",102
"20496",-73.999178,40.7355,"Mcburney YMCA","Education, Child Welfare, and Youth",102
"20497",-74.006142,40.729064,"P.S. M721 - Manhattan Occupational Training Center","Education, Child Welfare, and Youth",102
"20498",-74.008129,40.73394,"Charles Garage Mgmt LLC.","Core Infrastructure and Transportation",102
