"","PD_DESC","OFNS_DESC","LAW_CAT_CD","AGE_GROUP","PERP_SEX","PERP_RACE","Latitude","Longitude","YEAR"
"6966","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","M","WHITE HISPANIC",40.834078038,-73.875208802,2017
"6967","WEAPONS POSSESSION 1 & 2","DANGEROUS WEAPONS","F","<18","M","BLACK",40.6644238320001,-73.8691966339999,2017
"6968","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","F","BLACK",40.670049867,-73.936570793,2017
"6969","FORGERY,ETC.,UNCLASSIFIED-FELONY","FORGERY","F","25-44","M","WHITE",40.7528838800001,-73.983434689,2017
"6970","CONTEMPT,CRIMINAL","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","45-64","M","BLACK",40.869407492,-73.879998313,2017
"6971","MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","M","18-24","M","BLACK HISPANIC",40.865456072,-73.901267777,2017
"6972","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","18-24","M","BLACK",40.8190958370001,-73.942852488,2017
"6973","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.6950340660001,-73.756425032,2017
"6974","CONTROLLED SUBSTANCE, INTENT TO SELL 5","DANGEROUS DRUGS","F","25-44","M","WHITE HISPANIC",40.6831333380001,-73.979165026,2017
"6975","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","M","BLACK",40.6894986680001,-73.9220710539999,2017
"6976","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","M","WHITE HISPANIC",40.7816727100001,-73.829947123,2017
"6977","MENACING,UNCLASSIFIED","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.7525307990001,-73.99322319,2017
"6978","BURGLARY,UNCLASSIFIED,UNKNOWN TIME","BURGLARY","F","45-64","M","WHITE HISPANIC",40.674179822,-73.9788253419999,2017
"6979","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","18-24","M","WHITE HISPANIC",40.8682855820001,-73.891779904,2017
"6980","BRIBERY,PUBLIC ADMINISTRATION","MISCELLANEOUS PENAL LAW","F","18-24","M","WHITE HISPANIC",40.7099844900001,-73.9964413439999,2017
"6981","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE HISPANIC",40.720505465,-73.976025587,2017
"6982","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","18-24","M","BLACK",40.72046384,-74.006852204,2017
"6983","TRAFFIC,UNCLASSIFIED INFRACTION","OTHER TRAFFIC INFRACTION","M","45-64","M","BLACK",40.8319576160001,-73.919858904,2017
"6984","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","25-44","M","WHITE",40.6239181760001,-74.1674059649999,2017
"6985","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","M","BLACK",40.8207802320001,-73.935986343,2017
"6986","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","WHITE",40.7494396700001,-73.9869255739999,2017
"6987","STOLEN PROPERTY 3,POSSESSION","POSSESSION OF STOLEN PROPERTY 5","M","25-44","M","BLACK",40.7035549140001,-73.799677386,2017
"6988","BURGLARY,UNCLASSIFIED,UNKNOWN TIME","BURGLARY","F","45-64","F","BLACK",40.6757367490001,-73.936039033,2017
"6989","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","WHITE",40.737082284,-73.9829622999999,2017
"6990","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","BLACK HISPANIC",40.729856286,-73.9914286759999,2017
"6991","ALCOHOLIC BEVERAGE CONTROL LAW","ALCOHOLIC BEVERAGE CONTROL LAW","M","25-44","M","WHITE HISPANIC",40.7577499550001,-73.863263304,2017
"6992","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.7715843240001,-73.876152672,2017
"6993","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","BLACK",40.716835174,-73.9917189399999,2017
"6994","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","BLACK",40.5747510040001,-73.9871217469999,2017
"6995","NY STATE LAWS,UNCLASSIFIED VIOLATION","OTHER STATE LAWS","V","25-44","M","BLACK",40.679524703,-73.904571538,2017
"6996","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","45-64","M","BLACK",40.716739385,-74.002079285,2017
"6997","CONTROLLED SUBSTANCE, INTENT TO SELL 5","DANGEROUS DRUGS","F","<18","M","BLACK",40.647713314,-73.962747151,2017
"6998","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE",40.752809101,-73.979287609,2017
"6999","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","18-24","M","BLACK HISPANIC",40.859985473,-73.900787856,2017
"7000","SALE SCHOOL GROUNDS","DANGEROUS DRUGS","F","25-44","M","BLACK",40.8105244240001,-73.938214246,2017
"7001","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","BLACK",40.681842643,-73.975833974,2017
"7002","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.6466186260001,-73.99619968,2017
"7003","PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","18-24","M","BLACK",40.804012949,-73.8783318329999,2017
"7004","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","BLACK",40.818237345,-73.9167900429999,2017
"7005","MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","M","45-64","F","BLACK",40.8008808930001,-73.940953807,2017
"7006","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","M","BLACK HISPANIC",40.843621543,-73.922266394,2017
"7007","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","M","BLACK",40.680048726,-73.775909194,2017
"7008","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","BLACK HISPANIC",40.8473650660001,-73.935172812,2017
"7009","BRIBERY,PUBLIC ADMINISTRATION","MISCELLANEOUS PENAL LAW","F","25-44","F","WHITE HISPANIC",40.67198359,-73.957499226,2017
"7010","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","F","WHITE",40.8855814340001,-73.909508875,2017
"7011","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.6883750170001,-73.776613196,2017
"7012","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","F","BLACK",40.663382884,-73.886665968,2017
"7013","TAMPERING 3,2, CRIMINAL","CRIMINAL MISCHIEF & RELATED OFFENSES","M","45-64","M","BLACK",40.752198698,-73.9934650449999,2017
"7014","FORGERY,ETC.,UNCLASSIFIED-FELONY","FORGERY","F","45-64","M","BLACK",40.6869992750001,-73.937344329,2017
"7015","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","M","BLACK",40.8991983840001,-73.8582300859999,2017
"7016","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.738908511,-73.7337760079999,2017
"7017","BAIL JUMPING 1 & 2","MISCELLANEOUS PENAL LAW","F","45-64","M","WHITE HISPANIC",40.6984396940001,-73.831129539,2017
"7018","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.6755098130001,-73.738632853,2017
"7019","LARCENY,GRAND FROM PERSON,UNCLASSIFIED","GRAND LARCENY","F","25-44","M","BLACK",40.750664208,-73.990866575,2017
"7020","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.726293088,-73.7347608489999,2017
"7021","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","<18","M","BLACK",40.785301867,-73.969336217,2017
"7022","UNAUTHORIZED USE VEHICLE 3","UNAUTHORIZED USE OF A VEHICLE 3 (UUV)","M","<18","M","ASIAN / PACIFIC ISLANDER",40.6588192400001,-74.001280944,2017
"7023","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","18-24","M","BLACK",40.806716174,-73.9528581709999,2017
"7024","ACCOSTING,FRAUDULENT","FRAUDULENT ACCOSTING","M","45-64","M","BLACK",40.70515635,-73.795694339,2017
"7025","BRIBERY,PUBLIC ADMINISTRATION","MISCELLANEOUS PENAL LAW","F","18-24","F","BLACK",40.823506529,-73.864078446,2017
"7026","FORGERY,ETC.-MISD.","OFFENSES INVOLVING FRAUD","M","18-24","M","ASIAN / PACIFIC ISLANDER",40.720546314,-73.995892431,2017
"7027","MISCHIEF,CRIMINAL,    UNCL 2ND","CRIMINAL MISCHIEF & RELATED OFFENSES","F","45-64","M","WHITE",40.790637082,-73.851859679,2017
"7028","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.577123003,-73.963736873,2017
"7029","TRESPASS 2, CRIMINAL","CRIMINAL TRESPASS","M","18-24","M","BLACK",40.722273155,-73.976342426,2017
"7030","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.5973482480001,-73.748175176,2017
"7031","STRANGULATION 1ST","FELONY ASSAULT","F","25-44","M","BLACK",40.577312627,-73.999580258,2017
"7032","ASSAULT 2,1,PEACE OFFICER","FELONY ASSAULT","F","25-44","M","BLACK",40.700511239,-73.941540394,2017
"7033","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK HISPANIC",40.82097631,-73.890230985,2017
"7034","WEAPONS POSSESSION 3","DANGEROUS WEAPONS","F","18-24","M","BLACK",40.698158838,-73.795084668,2017
"7035","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","25-44","M","WHITE HISPANIC",40.606807502,-74.013096198,2017
"7036","CONTROLLED SUBSTANCE,SALE 3","DANGEROUS DRUGS","F","45-64","F","BLACK",40.8037627840001,-73.9526977199999,2017
"7037","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","BLACK HISPANIC",40.8493294570001,-73.933732306,2017
"7038","FORGERY,ETC.,UNCLASSIFIED-FELONY","FORGERY","F","18-24","M","BLACK",40.750326623,-73.991112045,2017
"7039","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","M","BLACK",40.688211247,-73.7770861079999,2017
"7040","LARCENY,GRAND FROM OPEN AREAS,","GRAND LARCENY","F","18-24","M","ASIAN / PACIFIC ISLANDER",40.680048726,-73.775909194,2017
"7041","TERRORIST THREAT","MISCELLANEOUS PENAL LAW","F","25-44","M","WHITE HISPANIC",40.853587401,-73.9005913559999,2017
"7042","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","F","BLACK",40.6228069000001,-74.028351399,2017
"7043","MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","F","18-24","F","WHITE HISPANIC",40.625455468,-74.084561169,2017
"7044","RAPE 3","RAPE","F","25-44","M","WHITE",40.764818269,-73.9851897729999,2017
"7045","RIOT 2/INCITING","OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","M","45-64","M","BLACK",40.7018648380001,-73.7372600149999,2017
"7046","MENACING,UNCLASSIFIED","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE HISPANIC",40.748309863,-73.887838804,2017
"7047","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","M","BLACK",40.588628296,-73.983723858,2017
"7048","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","WHITE",40.7218220190001,-73.9874793509999,2017
"7049","TRESPASS 3, CRIMINAL","CRIMINAL TRESPASS","M","25-44","M","BLACK",40.8696847530001,-73.869910123,2017
"7050","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE HISPANIC",40.690226056,-73.90729312,2017
"7051","TRAFFIC,UNCLASSIFIED INFRACTION","OTHER TRAFFIC INFRACTION","M","45-64","M","BLACK HISPANIC",40.8626244320001,-73.890108015,2017
"7052","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE HISPANIC",40.745000297,-73.8701283239999,2017
"7053","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","25-44","M","WHITE",40.7245664320001,-73.9846250799999,2017
"7054","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","M","BLACK",40.6312571600001,-73.945996398,2017
"7055","INTOXICATED DRIVING,ALCOHOL","INTOXICATED/IMPAIRED DRIVING","F","25-44","M","WHITE HISPANIC",40.7053828580001,-73.7758204249999,2017
"7056","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","45-64","M","BLACK",40.8073240460001,-73.949418862,2017
"7057","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","18-24","M","ASIAN / PACIFIC ISLANDER",40.762988658,-73.916841015,2017
"7058","TRAFFIC,UNCLASSIFIED INFRACTION","OTHER TRAFFIC INFRACTION","M","45-64","M","WHITE",40.5983202720001,-73.9611866829999,2017
"7059","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","WHITE HISPANIC",40.758606714,-73.892069998,2017
"7060","CONTROLLED SUBSTANCE,SALE 3","DANGEROUS DRUGS","F","25-44","M","BLACK",40.8781136490001,-73.860455563,2017
"7061","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE HISPANIC",40.736012913,-73.9936181849999,2017
"7062","WEAPONS, POSSESSION, ETC","DANGEROUS WEAPONS","M","25-44","M","WHITE",40.679980738,-73.7762339069999,2017
"7063","CONTEMPT,CRIMINAL","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","18-24","F","AMERICAN INDIAN/ALASKAN NATIVE",40.8837768510001,-73.9078369279999,2017
"7064","MENACING,UNCLASSIFIED","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","BLACK HISPANIC",40.700601637,-73.854566254,2017
"7065","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","25-44","M","BLACK",40.679980738,-73.7762339069999,2017
"7066","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","M","BLACK",40.7695612420001,-73.9153634469999,2017
"7067","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","WHITE",40.583746073,-73.943082671,2017
"7068","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.586231405,-73.816011121,2017
"7069","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","BLACK",40.7981460870001,-73.950357672,2017
"7070","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","WHITE HISPANIC",40.869407492,-73.879998313,2017
"7071","WEAPONS POSSESSION 3","DANGEROUS WEAPONS","F","25-44","M","BLACK",40.668637618,-73.957259839,2017
"7072","BURGLARY,UNCLASSIFIED,UNKNOWN TIME","BURGLARY","F","45-64","M","WHITE HISPANIC",40.8361283,-73.894405262,2017
"7073","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","18-24","M","WHITE HISPANIC",40.811741818,-73.926689213,2017
"7074","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.6687311480001,-73.929737415,2017
"7075","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK HISPANIC",40.6659774350001,-73.928601258,2017
"7076","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","45-64","M","AMERICAN INDIAN/ALASKAN NATIVE",40.7520616420001,-74.000975953,2017
"7077","STOP,FAIL TO,ON SIGNAL","MOVING INFRACTIONS","I","25-44","M","WHITE HISPANIC",40.682097528,-74.0062821989999,2017
"7078","BURGLARY,UNCLASSIFIED,UNKNOWN TIME","BURGLARY","F","<18","M","BLACK HISPANIC",40.8346993700001,-73.942495779,2017
"7079","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","BLACK",40.7554902090001,-73.9251304739999,2017
"7080","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.6355840960001,-74.0112643309999,2017
"7081","TRESPASS 3, CRIMINAL","CRIMINAL TRESPASS","M","18-24","M","WHITE HISPANIC",40.761729481,-73.8057004569999,2017
"7082","SALE SCHOOL GROUNDS","DANGEROUS DRUGS","F","45-64","M","BLACK",40.8027652920001,-73.9386007099999,2017
"7083","FRAUD,UNCLASSIFIED-MISDEMEANOR,PART 1","FRAUDS","M","25-44","M","WHITE HISPANIC",40.707989126,-73.785232874,2017
"7084","DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","DANGEROUS DRUGS","M","25-44","M","WHITE",40.573615101,-74.1258121079999,2017
"7085","IMPERSONATION 2, PUBLIC SERVANT","FRAUDS","M","18-24","M","BLACK",40.735211323,-73.9916913979999,2017
"7086","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","<18","M","ASIAN / PACIFIC ISLANDER",40.682398289,-73.840079369,2017
"7087","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","BLACK",40.8233872910001,-73.87017045,2017
"7088","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE HISPANIC",40.607107716,-74.060991741,2017
"7089","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","<18","F","BLACK",40.778805016,-73.9820597789999,2017
"7090","AGGRAVATED HARASSMENT 2","OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","M","45-64","M","BLACK",40.816087661,-73.8958243539999,2017
"7091","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","25-44","M","WHITE",40.6854569750001,-73.991333423,2017
"7092","CONTROLLED SUBSTANCE,POSSESS. 1","DANGEROUS DRUGS","F","18-24","F","WHITE HISPANIC",40.8819630670001,-73.8985635669999,2017
"7093","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","18-24","M","BLACK HISPANIC",40.7025444000001,-73.814142885,2017
"7094","CONTEMPT,CRIMINAL","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","25-44","M","BLACK",40.645022746,-74.077216847,2017
"7095","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE HISPANIC",40.706025217,-73.897882698,2017
"7096","MURDER,UNCLASSIFIED","MURDER & NON-NEGL. MANSLAUGHTER","F","18-24","M","BLACK",40.6953674470001,-73.983243425,2017
"7097","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","18-24","F","BLACK",40.679125323,-73.773914941,2017
"7098","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","<18","M","BLACK",40.804384046,-73.9374216689999,2017
"7099","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","BLACK",40.7707416810001,-73.987379899,2017
"7100","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","<18","M","BLACK HISPANIC",40.722273155,-73.976342426,2017
"7101","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","BLACK",40.8377795750001,-73.8645190949999,2017
"7102","UNAUTHORIZED USE VEHICLE 3","UNAUTHORIZED USE OF A VEHICLE 3 (UUV)","M","18-24","M","BLACK HISPANIC",40.8664572330001,-73.93049023,2017
"7103","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","F","BLACK",40.5902476440001,-73.953342229,2017
"7104","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","M","BLACK",40.689027417,-73.9861585519999,2017
"7105","MURDER,UNCLASSIFIED","MURDER & NON-NEGL. MANSLAUGHTER","F","25-44","M","WHITE HISPANIC",40.742962354,-73.955274248,2017
"7106","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.6905369780001,-73.758489643,2017
"7107","STOLEN PROPERTY 3,POSSESSION","POSSESSION OF STOLEN PROPERTY 5","M","45-64","M","BLACK",40.602745951,-73.750077865,2017
"7108","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","WHITE HISPANIC",40.6418790290001,-74.0966134459999,2017
"7109","WEAPONS POSSESSION 1 & 2","DANGEROUS WEAPONS","F","25-44","F","BLACK",40.6740804080001,-73.929230678,2017
"7110","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","45-64","F","BLACK",40.8148528940001,-73.956313353,2017
"7111","MISCHIEF,CRIMINAL,    UNCL 2ND","CRIMINAL MISCHIEF & RELATED OFFENSES","F","25-44","M","WHITE HISPANIC",40.8769842620001,-73.8896612029999,2017
"7112","WEAPONS POSSESSION 1 & 2","DANGEROUS WEAPONS","F","18-24","M","WHITE HISPANIC",40.8695298910001,-73.8898941259999,2017
"7113","MISCHIEF,CRIMINAL,    UNCL 2ND","CRIMINAL MISCHIEF & RELATED OFFENSES","F","25-44","M","BLACK HISPANIC",40.5944673270001,-73.7512142859999,2017
"7114","STRANGULATION 1ST","FELONY ASSAULT","F","25-44","M","BLACK",40.67459999,-73.930574822,2017
"7115","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","18-24","F","WHITE",40.736868993,-73.989706546,2017
"7116","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","<18","M","BLACK HISPANIC",40.852399561,-73.889217613,2017
"7117","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","<18","M","WHITE HISPANIC",40.8595149430001,-73.8994184329999,2017
"7118","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK HISPANIC",40.6549524170001,-73.958000222,2017
"7119","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","25-44","M","WHITE HISPANIC",40.6886701220001,-73.865874965,2017
"7120","BURGLARY,UNCLASSIFIED,UNKNOWN TIME","BURGLARY","F","25-44","M","BLACK",40.822298485,-73.9116941309999,2017
"7121","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","WHITE",40.6812465360001,-73.8469072359999,2017
"7122","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","WHITE HISPANIC",40.823605096,-73.8198423549999,2017
"7123","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","M","BLACK HISPANIC",40.8521783150001,-73.928878534,2017
"7124","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","<18","M","WHITE HISPANIC",40.7317148010001,-74.000957613,2017
"7125","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","F","BLACK",40.6761981560001,-73.908091336,2017
"7126","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","WHITE HISPANIC",40.76740891,-73.982380537,2017
"7127","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","F","WHITE HISPANIC",40.6870341420001,-73.982026774,2017
"7128","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","UNKNOWN",40.7215899550001,-73.9775692589999,2017
"7129","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","45-64","M","BLACK",40.704689027,-74.014128915,2017
"7130","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","<18","M","WHITE HISPANIC",40.8262821320001,-73.920707638,2017
"7131","ESCAPE 2,1","MISCELLANEOUS PENAL LAW","F","25-44","M","WHITE",40.7124114970001,-73.8262173,2017
"7132","MARIJUANA, POSSESSION","MISCELLANEOUS PENAL LAW","V","18-24","M","BLACK",40.679670066,-73.936136211,2017
"7133","TRAFFIC,UNCLASSIFIED INFRACTION","OTHER TRAFFIC INFRACTION","M","18-24","M","BLACK",40.595160563,-73.753202947,2017
"7134","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","45-64","M","WHITE HISPANIC",40.7178721610001,-73.986177815,2017
"7135","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","WHITE",40.8275328020001,-73.821613113,2017
"7136","RESISTING ARREST","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","45-64","M","WHITE HISPANIC",40.750664208,-73.990866575,2017
"7137","CONTEMPT,CRIMINAL","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","18-24","M","ASIAN / PACIFIC ISLANDER",40.742833788,-73.998428024,2017
"7138","INTOXICATED DRIVING,ALCOHOL","INTOXICATED/IMPAIRED DRIVING","F","45-64","M","BLACK HISPANIC",40.60612948,-74.0765704299999,2017
"7139","AGGRAVATED HARASSMENT 2","OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","M","25-44","M","BLACK",40.810398494,-73.9248953109999,2017
"7140","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","18-24","M","BLACK",40.685878765,-73.7935827709999,2017
"7141","MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","M","<18","F","WHITE HISPANIC",40.656776188,-73.881220555,2017
"7142","FORGERY,ETC.,UNCLASSIFIED-FELONY","FORGERY","F","25-44","M","WHITE",40.7534640760001,-73.994399743,2017
